inventory_id,product_id,created_at,soldCount
252,P0015,2022-01-11,144
253,P0017,2022-01-11,418
254,P0018,2022-01-11,274
255,P0001,2022-01-11,6
256,P0004,2022-01-11,108
257,P0006,2022-01-11,28
258,P0016,2022-01-11,22
259,P0008,2022-01-11,43
260,P0009,2022-01-11,233
261,P0015,2022-01-11,309
262,P0002,2022-01-11,331
263,P0003,2022-01-11,52
264,P0004,2022-01-11,175
265,P0006,2022-01-11,29
266,P0007,2022-01-11,82
267,P0011,2022-01-11,117
268,P0013,2022-01-11,178
269,P0016,2022-01-11,6
270,P0017,2022-01-11,148
271,P0004,2022-01-12,69
272,P0014,2022-01-12,106
273,P0015,2022-01-12,297
274,P0017,2022-01-12,18
275,P0003,2022-01-12,241
276,P0005,2022-01-12,75
277,P0008,2022-01-12,105
278,P0009,2022-01-12,37
279,P0013,2022-01-12,58
280,P0020,2022-01-12,219
281,P0001,2022-01-12,168
282,P0004,2022-01-12,64
283,P0005,2022-01-12,99
284,P0008,2022-01-12,7
285,P0011,2022-01-12,86
286,P0014,2022-01-12,104
287,P0017,2022-01-12,10
288,P0020,2022-01-12,151
289,P0001,2022-01-12,39
290,P0005,2022-01-12,286
291,P0007,2022-01-12,104
292,P0008,2022-01-12,190
293,P0013,2022-01-12,29
294,P0004,2022-01-12,29
295,P0006,2022-01-12,32
296,P0007,2022-01-12,345
297,P0008,2022-01-12,39
298,P0009,2022-01-12,162
299,P0011,2022-01-12,170
300,P0016,2022-01-12,40
301,P0017,2022-01-12,86
302,P0018,2022-01-12,18
303,P0007,2022-01-13,245
304,P0010,2022-01-13,25
305,P0012,2022-01-13,9
306,P0013,2022-01-13,80
307,P0005,2022-01-13,158
308,P0006,2022-01-13,334
309,P0008,2022-01-13,37
310,P0002,2022-01-13,71
311,P0004,2022-01-13,1
312,P0006,2022-01-13,54
313,P0007,2022-01-13,63
314,P0010,2022-01-13,247
315,P0015,2022-01-13,131
316,P0016,2022-01-13,58
317,P0002,2022-01-13,103
318,P0003,2022-01-13,5
319,P0012,2022-01-13,80
320,P0013,2022-01-13,166
321,P0018,2022-01-13,13
322,P0001,2022-01-13,63
323,P0004,2022-01-13,172
324,P0007,2022-01-13,172
325,P0001,2022-01-14,177
326,P0002,2022-01-14,236
327,P0004,2022-01-14,160
328,P0005,2022-01-14,144
329,P0006,2022-01-14,38
330,P0009,2022-01-14,32
331,P0013,2022-01-14,413
332,P0016,2022-01-14,94
333,P0003,2022-01-14,43
334,P0004,2022-01-14,199
335,P0014,2022-01-14,50
336,P0015,2022-01-14,96
337,P0016,2022-01-14,23
338,P0007,2022-01-14,36
339,P0009,2022-01-14,224
340,P0013,2022-01-14,291
341,P0015,2022-01-14,60
342,P0019,2022-01-14,388
343,P0006,2022-01-14,77
344,P0011,2022-01-14,294
345,P0014,2022-01-14,304
346,P0018,2022-01-14,328
347,P0019,2022-01-14,76
348,P0020,2022-01-14,40
349,P0008,2022-01-14,84
350,P0013,2022-01-14,21
351,P0016,2022-01-14,348
352,P0001,2022-01-15,176
353,P0002,2022-01-15,92
354,P0004,2022-01-15,176
355,P0015,2022-01-15,115
356,P0016,2022-01-15,46
357,P0005,2022-01-15,105
358,P0007,2022-01-15,4
359,P0012,2022-01-15,151
360,P0020,2022-01-15,98
361,P0004,2022-01-15,296
362,P0005,2022-01-15,118
363,P0009,2022-01-15,91
364,P0003,2022-01-15,153
365,P0006,2022-01-15,27
366,P0009,2022-01-15,141
367,P0010,2022-01-15,70
368,P0015,2022-01-15,1
369,P0019,2022-01-15,53
370,P0005,2022-01-15,168
371,P0007,2022-01-15,204
372,P0008,2022-01-15,40
373,P0009,2022-01-15,11
374,P0012,2022-01-15,21
375,P0014,2022-01-15,87
376,P0019,2022-01-15,103
377,P0004,2022-01-16,81
378,P0005,2022-01-16,34
379,P0008,2022-01-16,133
380,P0012,2022-01-16,79
381,P0015,2022-01-16,64
382,P0016,2022-01-16,455
383,P0004,2022-01-16,56
384,P0005,2022-01-16,64
385,P0007,2022-01-16,203
386,P0011,2022-01-16,329
387,P0012,2022-01-16,144
388,P0014,2022-01-16,190
389,P0016,2022-01-16,351
390,P0020,2022-01-16,206
391,P0004,2022-01-16,382
392,P0005,2022-01-16,39
393,P0006,2022-01-16,106
394,P0011,2022-01-16,120
395,P0019,2022-01-16,52
396,P0004,2022-01-16,352
397,P0009,2022-01-16,214
398,P0010,2022-01-16,115
399,P0020,2022-01-16,223
400,P0002,2022-01-17,152
401,P0006,2022-01-17,195
402,P0012,2022-01-17,120
403,P0013,2022-01-17,99
404,P0017,2022-01-17,294
405,P0003,2022-01-17,199
406,P0005,2022-01-17,138
407,P0014,2022-01-17,7
408,P0017,2022-01-17,297
409,P0018,2022-01-17,227
410,P0001,2022-01-17,96
411,P0008,2022-01-17,285
412,P0010,2022-01-17,118
413,P0011,2022-01-17,136
414,P0015,2022-01-17,406
415,P0019,2022-01-17,120
416,P0020,2022-01-17,162
417,P0001,2022-01-17,177
418,P0002,2022-01-17,72
419,P0004,2022-01-17,136
420,P0006,2022-01-17,8
421,P0009,2022-01-17,198
422,P0011,2022-01-17,356
423,P0013,2022-01-17,44
424,P0015,2022-01-17,24
425,P0018,2022-01-17,141
426,P0020,2022-01-17,55
427,P0002,2022-01-17,306
428,P0008,2022-01-17,61
429,P0010,2022-01-17,9
430,P0012,2022-01-17,36
431,P0014,2022-01-17,146
432,P0018,2022-01-17,25
433,P0001,2022-01-18,123
434,P0008,2022-01-18,238
435,P0010,2022-01-18,279
436,P0012,2022-01-18,95
437,P0014,2022-01-18,25
438,P0015,2022-01-18,266
439,P0020,2022-01-18,206
440,P0001,2022-01-18,49
441,P0006,2022-01-18,218
442,P0014,2022-01-18,246
443,P0017,2022-01-18,38
444,P0004,2022-01-18,352
445,P0008,2022-01-18,115
446,P0010,2022-01-18,383
447,P0012,2022-01-18,420
448,P0017,2022-01-18,98
449,P0018,2022-01-18,180
450,P0001,2022-01-18,375
451,P0004,2022-01-18,37
452,P0008,2022-01-18,109
453,P0011,2022-01-18,126
454,P0013,2022-01-18,76
455,P0019,2022-01-18,20
456,P0020,2022-01-18,69
457,P0003,2022-01-18,118
458,P0006,2022-01-18,211
459,P0012,2022-01-18,17
460,P0014,2022-01-18,102
461,P0020,2022-01-18,209
462,P0003,2022-01-19,132
463,P0006,2022-01-19,12
464,P0008,2022-01-19,24
465,P0010,2022-01-19,119
466,P0014,2022-01-19,88
467,P0017,2022-01-19,246
468,P0020,2022-01-19,61
469,P0007,2022-01-19,328
470,P0011,2022-01-19,56
471,P0013,2022-01-19,157
472,P0019,2022-01-19,62
473,P0020,2022-01-19,67
474,P0002,2022-01-19,40
475,P0004,2022-01-19,86
476,P0007,2022-01-19,307
477,P0015,2022-01-19,49
478,P0001,2022-01-19,116
479,P0005,2022-01-19,190
480,P0008,2022-01-19,5
481,P0009,2022-01-19,112
482,P0012,2022-01-19,6
483,P0015,2022-01-19,67
484,P0019,2022-01-19,33
485,P0002,2022-01-19,335
486,P0014,2022-01-19,392
487,P0015,2022-01-19,370
488,P0001,2022-01-20,79
489,P0005,2022-01-20,460
490,P0008,2022-01-20,48
491,P0009,2022-01-20,211
492,P0015,2022-01-20,304
493,P0001,2022-01-20,224
494,P0006,2022-01-20,28
495,P0010,2022-01-20,171
496,P0012,2022-01-20,36
497,P0015,2022-01-20,0
498,P0006,2022-01-20,193
499,P0010,2022-01-20,471
500,P0016,2022-01-20,266
501,P0018,2022-01-20,176
502,P0001,2022-01-20,47
503,P0006,2022-01-20,39
504,P0011,2022-01-20,285
505,P0017,2022-01-20,75
506,P0019,2022-01-20,108
507,P0004,2022-01-20,130
508,P0015,2022-01-20,55
509,P0016,2022-01-20,8
510,P0004,2022-01-21,79
511,P0007,2022-01-21,95
512,P0008,2022-01-21,17
513,P0010,2022-01-21,74
514,P0011,2022-01-21,30
515,P0015,2022-01-21,65
516,P0016,2022-01-21,168
517,P0018,2022-01-21,213
518,P0020,2022-01-21,10
519,P0010,2022-01-21,72
520,P0011,2022-01-21,39
521,P0014,2022-01-21,112
522,P0019,2022-01-21,171
523,P0020,2022-01-21,229
524,P0001,2022-01-21,301
525,P0005,2022-01-21,387
526,P0007,2022-01-21,155
527,P0013,2022-01-21,133
528,P0001,2022-01-21,69
529,P0002,2022-01-21,219
530,P0006,2022-01-21,44
531,P0008,2022-01-21,391
532,P0009,2022-01-21,11
533,P0014,2022-01-21,180
534,P0016,2022-01-21,237
535,P0017,2022-01-21,260
536,P0018,2022-01-21,315
537,P0005,2022-01-21,125
538,P0008,2022-01-21,107
539,P0009,2022-01-21,19
540,P0010,2022-01-21,56
541,P0014,2022-01-21,38
542,P0017,2022-01-21,297
543,P0001,2022-01-22,191
544,P0002,2022-01-22,416
545,P0006,2022-01-22,66
546,P0010,2022-01-22,7
547,P0012,2022-01-22,47
548,P0016,2022-01-22,43
549,P0017,2022-01-22,77
550,P0001,2022-01-22,60
551,P0002,2022-01-22,58
552,P0006,2022-01-22,78
553,P0007,2022-01-22,51
554,P0016,2022-01-22,284
555,P0019,2022-01-22,422
556,P0001,2022-01-22,156
557,P0002,2022-01-22,76
558,P0009,2022-01-22,141
559,P0010,2022-01-22,55
560,P0011,2022-01-22,170
561,P0012,2022-01-22,482
562,P0015,2022-01-22,158
563,P0016,2022-01-22,143
564,P0020,2022-01-22,119
565,P0001,2022-01-22,155
566,P0003,2022-01-22,76
567,P0010,2022-01-22,169
568,P0012,2022-01-22,124
569,P0014,2022-01-22,180
570,P0017,2022-01-22,140
571,P0001,2022-01-22,82
572,P0002,2022-01-22,52
573,P0005,2022-01-22,445
574,P0013,2022-01-22,279
575,P0017,2022-01-22,114
576,P0003,2022-01-23,42
577,P0007,2022-01-23,95
578,P0010,2022-01-23,32
579,P0011,2022-01-23,168
580,P0015,2022-01-23,67
581,P0005,2022-01-23,151
582,P0008,2022-01-23,101
583,P0012,2022-01-23,64
584,P0017,2022-01-23,213
585,P0019,2022-01-23,144
586,P0004,2022-01-23,68
587,P0005,2022-01-23,146
588,P0010,2022-01-23,244
589,P0020,2022-01-23,200
590,P0010,2022-01-23,331
591,P0013,2022-01-23,307
592,P0014,2022-01-23,95
593,P0017,2022-01-23,446
594,P0019,2022-01-23,38
595,P0003,2022-01-23,80
596,P0004,2022-01-23,99
597,P0008,2022-01-23,386
598,P0014,2022-01-23,63
599,P0015,2022-01-23,260
600,P0017,2022-01-23,200
601,P0020,2022-01-23,92
602,P0006,2022-01-24,238
603,P0008,2022-01-24,62
604,P0012,2022-01-24,51
605,P0016,2022-01-24,7
606,P0017,2022-01-24,88
607,P0004,2022-01-24,13
608,P0005,2022-01-24,59
609,P0006,2022-01-24,68
610,P0010,2022-01-24,71
611,P0018,2022-01-24,44
612,P0020,2022-01-24,4
613,P0008,2022-01-24,100
614,P0018,2022-01-24,52
615,P0006,2022-01-24,239
616,P0018,2022-01-24,165
617,P0009,2022-01-24,208
618,P0016,2022-01-24,26
619,P0003,2022-01-25,189
620,P0005,2022-01-25,269
621,P0007,2022-01-25,72
622,P0009,2022-01-25,188
623,P0015,2022-01-25,175
624,P0018,2022-01-25,280
625,P0002,2022-01-25,23
626,P0006,2022-01-25,154
627,P0010,2022-01-25,246
628,P0013,2022-01-25,60
629,P0015,2022-01-25,205
630,P0016,2022-01-25,94
631,P0018,2022-01-25,89
632,P0020,2022-01-25,231
633,P0005,2022-01-25,22
634,P0007,2022-01-25,68
635,P0009,2022-01-25,2
636,P0011,2022-01-25,84
637,P0013,2022-01-25,73
638,P0014,2022-01-25,216
639,P0002,2022-01-25,112
640,P0006,2022-01-25,221
641,P0009,2022-01-25,95
642,P0011,2022-01-25,143
643,P0012,2022-01-25,325
644,P0013,2022-01-25,17
645,P0017,2022-01-25,52
646,P0019,2022-01-25,7
647,P0020,2022-01-25,22
648,P0008,2022-01-25,155
649,P0009,2022-01-25,294
650,P0010,2022-01-25,328
651,P0011,2022-01-25,35
652,P0015,2022-01-25,188
653,P0002,2022-01-26,11
654,P0003,2022-01-26,258
655,P0011,2022-01-26,30
656,P0013,2022-01-26,190
657,P0015,2022-01-26,141
658,P0017,2022-01-26,149
659,P0020,2022-01-26,324
660,P0001,2022-01-26,19
661,P0010,2022-01-26,106
662,P0014,2022-01-26,161
663,P0002,2022-01-26,167
664,P0003,2022-01-26,6
665,P0019,2022-01-26,196
666,P0020,2022-01-26,225
667,P0004,2022-01-26,95
668,P0007,2022-01-26,19
669,P0011,2022-01-26,60
670,P0012,2022-01-26,64
671,P0004,2022-01-26,73
672,P0005,2022-01-26,421
673,P0007,2022-01-26,83
674,P0010,2022-01-26,370
675,P0012,2022-01-26,57
676,P0019,2022-01-26,23
677,P0020,2022-01-26,181
678,P0005,2022-01-27,229
679,P0008,2022-01-27,20
680,P0020,2022-01-27,86
681,P0001,2022-01-27,215
682,P0004,2022-01-27,187
683,P0006,2022-01-27,86
684,P0010,2022-01-27,288
685,P0011,2022-01-27,70
686,P0015,2022-01-27,100
687,P0004,2022-01-27,224
688,P0005,2022-01-27,11
689,P0001,2022-01-27,369
690,P0003,2022-01-27,32
691,P0005,2022-01-27,110
692,P0010,2022-01-27,112
693,P0011,2022-01-27,434
694,P0013,2022-01-27,105
695,P0016,2022-01-27,372
696,P0001,2022-01-27,161
697,P0003,2022-01-27,47
698,P0015,2022-01-27,106
699,P0018,2022-01-27,111
700,P0006,2022-01-28,3
701,P0008,2022-01-28,30
702,P0009,2022-01-28,86
703,P0013,2022-01-28,197
704,P0016,2022-01-28,26
705,P0009,2022-01-28,90
706,P0016,2022-01-28,19
707,P0018,2022-01-28,209
708,P0006,2022-01-28,251
709,P0008,2022-01-28,113
710,P0016,2022-01-28,43
711,P0020,2022-01-28,48
712,P0001,2022-01-28,42
713,P0006,2022-01-28,373
714,P0012,2022-01-28,85
715,P0014,2022-01-28,33
716,P0016,2022-01-28,48
717,P0020,2022-01-28,12
718,P0005,2022-01-28,127
719,P0008,2022-01-28,127
720,P0010,2022-01-28,169
721,P0012,2022-01-28,345
722,P0015,2022-01-28,90
723,P0018,2022-01-28,224
724,P0020,2022-01-28,81
725,P0012,2022-01-29,12
726,P0013,2022-01-29,157
727,P0015,2022-01-29,5
728,P0016,2022-01-29,34
729,P0001,2022-01-29,241
730,P0002,2022-01-29,100
731,P0009,2022-01-29,50
732,P0015,2022-01-29,30
733,P0018,2022-01-29,51
734,P0019,2022-01-29,72
735,P0001,2022-01-29,250
736,P0002,2022-01-29,126
737,P0004,2022-01-29,188
738,P0008,2022-01-29,67
739,P0013,2022-01-29,196
740,P0014,2022-01-29,197
741,P0015,2022-01-29,32
742,P0017,2022-01-29,39
743,P0018,2022-01-29,412
744,P0020,2022-01-29,137
745,P0001,2022-01-29,64
746,P0002,2022-01-29,22
747,P0007,2022-01-29,131
748,P0012,2022-01-29,21
749,P0014,2022-01-29,111
750,P0018,2022-01-29,112
751,P0001,2022-01-29,40
752,P0002,2022-01-29,124
753,P0003,2022-01-29,85
754,P0008,2022-01-29,96
755,P0009,2022-01-29,20
756,P0017,2022-01-29,213
757,P0018,2022-01-29,243
758,P0007,2022-01-30,337
759,P0011,2022-01-30,417
760,P0013,2022-01-30,176
761,P0015,2022-01-30,118
762,P0002,2022-01-30,178
763,P0005,2022-01-30,1
764,P0008,2022-01-30,473
765,P0011,2022-01-30,128
766,P0012,2022-01-30,198
767,P0016,2022-01-30,24
768,P0004,2022-01-30,122
769,P0015,2022-01-30,130
770,P0019,2022-01-30,90
771,P0001,2022-01-30,94
772,P0002,2022-01-30,108
773,P0003,2022-01-30,233
774,P0006,2022-01-30,113
775,P0012,2022-01-30,54
776,P0013,2022-01-30,3
777,P0014,2022-01-30,197
778,P0015,2022-01-30,275
779,P0018,2022-01-30,231
780,P0010,2022-01-30,0
781,P0012,2022-01-30,105
782,P0014,2022-01-30,61
783,P0015,2022-01-30,174
784,P0017,2022-01-30,440
785,P0018,2022-01-30,85
786,P0006,2022-01-31,22
787,P0009,2022-01-31,9
788,P0015,2022-01-31,285
789,P0016,2022-01-31,5
790,P0017,2022-01-31,418
791,P0003,2022-01-31,171
792,P0008,2022-01-31,43
793,P0012,2022-01-31,90
794,P0017,2022-01-31,2
795,P0019,2022-01-31,0
796,P0004,2022-01-31,61
797,P0007,2022-01-31,104
798,P0008,2022-01-31,172
799,P0009,2022-01-31,170
800,P0012,2022-01-31,28
801,P0017,2022-01-31,217
802,P0005,2022-01-31,215
803,P0006,2022-01-31,170
804,P0007,2022-01-31,82
805,P0015,2022-01-31,18
806,P0016,2022-01-31,224
807,P0019,2022-01-31,117
808,P0004,2022-01-31,374
809,P0009,2022-01-31,1
810,P0012,2022-01-31,132
811,P0014,2022-01-31,106
812,P0017,2022-01-31,96
813,P0019,2022-01-31,1
814,P0003,2022-02-01,277
815,P0002,2022-02-01,52
816,P0011,2022-02-01,24
817,P0013,2022-02-01,45
818,P0014,2022-02-01,56
819,P0007,2022-02-01,164
820,P0010,2022-02-01,142
821,P0012,2022-02-01,201
822,P0013,2022-02-01,288
823,P0015,2022-02-01,52
824,P0020,2022-02-01,107
825,P0006,2022-02-01,53
826,P0012,2022-02-01,106
827,P0015,2022-02-01,171
828,P0020,2022-02-01,29
829,P0002,2022-02-01,128
830,P0009,2022-02-01,118
831,P0006,2022-02-02,370
832,P0010,2022-02-02,255
833,P0012,2022-02-02,312
834,P0013,2022-02-02,15
835,P0016,2022-02-02,3
836,P0001,2022-02-02,84
837,P0004,2022-02-02,296
838,P0006,2022-02-02,126
839,P0009,2022-02-02,45
840,P0015,2022-02-02,119
841,P0016,2022-02-02,134
842,P0018,2022-02-02,181
843,P0020,2022-02-02,365
844,P0011,2022-02-02,128
845,P0012,2022-02-02,230
846,P0015,2022-02-02,59
847,P0019,2022-02-02,137
848,P0004,2022-02-02,141
849,P0011,2022-02-02,26
850,P0017,2022-02-02,69
851,P0001,2022-02-02,49
852,P0005,2022-02-02,65
853,P0008,2022-02-02,332
854,P0014,2022-02-02,160
855,P0005,2022-02-03,159
856,P0008,2022-02-03,103
857,P0012,2022-02-03,100
858,P0013,2022-02-03,30
859,P0014,2022-02-03,46
860,P0007,2022-02-03,84
861,P0009,2022-02-03,35
862,P0010,2022-02-03,128
863,P0015,2022-02-03,203
864,P0017,2022-02-03,197
865,P0018,2022-02-03,57
866,P0019,2022-02-03,69
867,P0020,2022-02-03,381
868,P0004,2022-02-03,307
869,P0012,2022-02-03,111
870,P0017,2022-02-03,344
871,P0006,2022-02-03,322
872,P0012,2022-02-03,97
873,P0016,2022-02-03,172
874,P0019,2022-02-03,123
875,P0003,2022-02-03,127
876,P0004,2022-02-03,9
877,P0005,2022-02-03,355
878,P0008,2022-02-03,243
879,P0009,2022-02-03,310
880,P0015,2022-02-03,106
881,P0018,2022-02-03,15
882,P0020,2022-02-03,112
883,P0006,2022-02-04,30
884,P0007,2022-02-04,22
885,P0009,2022-02-04,88
886,P0011,2022-02-04,137
887,P0013,2022-02-04,199
888,P0015,2022-02-04,40
889,P0020,2022-02-04,21
890,P0004,2022-02-04,137
891,P0006,2022-02-04,48
892,P0002,2022-02-04,48
893,P0003,2022-02-04,39
894,P0004,2022-02-04,7
895,P0010,2022-02-04,1
896,P0013,2022-02-04,121
897,P0018,2022-02-04,113
898,P0001,2022-02-04,341
899,P0002,2022-02-04,90
900,P0003,2022-02-04,88
901,P0010,2022-02-04,8
902,P0012,2022-02-04,93
903,P0015,2022-02-04,62
904,P0001,2022-02-04,173
905,P0002,2022-02-04,145
906,P0005,2022-02-04,368
907,P0009,2022-02-04,77
908,P0010,2022-02-04,79
909,P0011,2022-02-04,131
910,P0002,2022-02-05,289
911,P0006,2022-02-05,39
912,P0008,2022-02-05,280
913,P0010,2022-02-05,2
914,P0011,2022-02-05,5
915,P0015,2022-02-05,164
916,P0016,2022-02-05,389
917,P0020,2022-02-05,209
918,P0002,2022-02-05,244
919,P0003,2022-02-05,33
920,P0005,2022-02-05,276
921,P0010,2022-02-05,62
922,P0011,2022-02-05,254
923,P0012,2022-02-05,176
924,P0018,2022-02-05,408
925,P0001,2022-02-05,118
926,P0005,2022-02-05,54
927,P0007,2022-02-05,92
928,P0009,2022-02-05,297
929,P0010,2022-02-05,236
930,P0011,2022-02-05,169
